Suburb,Rooms,Type,Price,Method,SellerG,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Regionname,Propertycount
Port Melbourne,2,u,,SN,Barry,3.8,2,2,2,0,96,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,5,h,2350000,S,hockingstuart,3.8,5,1,2,350,173,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,PI,Frank,3.8,3,2,1,200,96,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,S,Marshall,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,t,1565000,S,Cayzer,3.8,3,1,2,188,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,730000,SP,RT,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,730000,SP,RT,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,,PI,Marshall,3.8,2,2,1,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1670000,S,Greg,3.8,3,2,1,140,169,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,,VB,Dingle,3.8,2,1,2,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,,SN,Greg,3.8,2,1,1,75,90,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1402000,S,RT,3.8,3,1,0,108,106,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,4,h,,VB,Greg,3.8,4,2,2,331,164,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,852000,S,Chisholm,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,551000,PI,McDonald,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1570000,S,Biggin,3.8,3,2,1,210,211,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,PI,Marshall,3.8,3,2,0,166,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1515000,S,Marshall,3.8,3,2,0,211,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,,PI,Barry,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1260000,PI,hockingstuart,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,SN,Greg,3.8,3,1,0,157,87,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1155000,S,Chisholm,3.8,2,1,0,112,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1150000,S,Marshall,3.8,2,1,0,82,90,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,u,950000,PI,RT,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,875000,S,Cayzer,3.8,2,1,1,95,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,625000,PI,RT,3.8,2,2,1,2166,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1384000,S,Marshall,3.8,3,1,0,184,100,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,1405000,S,Marshall,3.8,2,2,1,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,655000,S,Cayzer,3.8,2,1,1,0,86,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,u,456000,SP,Jellis,3.8,1,1,1,0,63,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,u,2260000,S,Marshall,3.8,3,2,2,0,450,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1130000,S,Greg,3.8,1,1,0,112,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1305000,S,Marshall,3.8,2,2,2,303,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,720000,S,Chisholm,3.8,2,2,1,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1130000,PI,Marshall,3.8,2,1,1,159,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,520000,S,hockingstuart,3.8,1,1,1,0,70,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,,SP,Greg,3.8,2,1,1,151,93,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,1250000,VB,Greg,3.8,2,2,2,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,u,470000,SP,LITTLE,3.8,1,1,1,0,62,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,600000,VB,RT,3.8,2,1,1,0,72,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,670000,S,Biggin,3.8,2,1,1,0,71,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1100000,S,Marshall,3.8,3,1,0,103,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1532000,S,Cayzer,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,1252000,SP,Cayzer,3.8,2,1,2,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,,S,Greg,3.8,2,2,1,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,,S,Marshall,3.8,2,2,2,0,160,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,t,,SP,Marshall,3.8,2,2,1,14545,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1010000,S,Woodards,3.8,2,1,1,139,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,t,779000,S,Frank,3.8,2,1,1,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,790000,PI,Marshall,3.8,2,1,1,108,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,u,455500,S,hockingstuart,3.8,1,1,1,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,S,Marshall,3.8,3,2,2,0,155,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,S,Greg,3.8,3,2,2,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1400000,S,Marshall,3.8,2,1,1,168,102,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1520000,PI,Marshall,3.8,3,2,1,0,160,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1655000,S,Chisholm,3.8,3,1,1,220,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,u,600000,S,Marshall,3.8,1,1,1,6866,63,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,h,1014000,S,Chisholm,3.8,3,1,0,151,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,4,h,1450000,S,RT,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,4,h,2252000,S,RT,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1351000,S,Cayzer,3.8,3,1,0,197,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,SN,Biggin,3.8,3,2,4,300,300,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,,PI,RT,3.8,2,2,2,2461,120,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,u,,PI,Buxton,3.8,1,1,1,0,57,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,u,2460000,S,Marshall,3.8,3,2,2,5042,102,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,u,,SP,RT,3.8,1,1,1,0,70,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,u,,VB,Greg,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,,PI,RT,3.8,2,1,0,172,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,u,390000,S,Cayzer,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1455000,S,Marshall,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,u,540000,VB,Chisholm,3.8,1,1,1,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,3705000,S,Greg,3.8,3,2,2,214,241,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1180000,S,Greg,3.8,2,1,1,347,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,t,950000,PI,Frank,3.8,3,2,2,0,134,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,S,Marshall,3.8,3,2,1,0,151,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1350000,S,hockingstuart,3.8,3,1,1,114,138,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,2100000,S,Marshall,3.8,3,2,1,170,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,735000,S,Chisholm,3.8,2,1,1,0,100,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,SN,Biggin,3.8,3,2,1,187,145,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,u,400000,VB,Greg,3.8,1,1,1,0,64,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,900000,S,Marshall,3.8,2,1,2,0,94,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,u,,SN,Biggin,3.8,3,2,2,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,,SP,Marshall,3.8,2,2,2,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,u,470000,PI,Marshall,3.8,1,1,1,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,SP,Marshall,3.8,3,2,2,242,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,PI,Marshall,3.8,3,1,2,311,137,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,4,h,2160000,S,Cayzer,3.8,3,3,2,232,230,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1380000,S,Marshall,3.8,3,1,0,0,134,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,4,h,1970000,S,Biggin,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1080000,S,Biggin,3.8,3,1,2,116,95,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,,VB,Marshall,3.8,2,2,1,2166,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1325000,S,hockingstuart,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1405000,SP,Chisholm,3.8,3,2,1,158,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,SP,Chisholm,3.8,3,2,1,158,,Melbourne City Council,Southern Metropolitan,8648
Prahran,2,u,,PI,hockingstuart,4.5,2,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,t,,S,Jellis,4.5,2,1,1,111,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,650000,VB,Hodges,4.5,2,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,342000,S,hockingstuart,4.5,1,1,1,0,34,Stonnington City Council,Southern Metropolitan,7717
Prahran,4,h,2680000,S,Marshall,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,950000,PI,hockingstuart,4.5,2,1,1,88,121,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,781000,S,Wilson,4.5,2,1,1,0,73,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,549800,S,hockingstuart,4.5,1,1,1,0,51,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,PI,Williams,4.5,2,1,1,0,106,Stonnington City Council,Southern Metropolitan,7717
Prahran,4,h,,S,Marshall,4.5,4,2,0,300,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,,S,Jellis,4.5,2,2,2,211,122,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,,SP,Jellis,4.5,2,1,2,220,117,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,492000,S,hockingstuart,4.5,1,1,1,1768,45,Stonnington City Council,Southern Metropolitan,7717
Prahran,4,h,,S,RT,4.5,4,2,2,443,222,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,t,1660000,PI,Marshall,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,500500,S,Biggin,4.5,1,1,1,0,64,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,PI,Kay,4.5,2,2,2,0,95,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,1240000,S,hockingstuart,4.5,3,1,0,223,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,u,1400000,S,hockingstuart,4.5,3,2,2,0,136,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,S,Jellis,4.5,3,2,1,197,130,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,u,685000,PI,hockingstuart,4.5,2,2,1,0,92,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,630000,S,Biggin,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,u,710000,S,Edward,4.5,2,1,1,0,114,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,330000,VB,hockingstuart,4.5,1,1,1,0,51,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,1430000,S,Marshall,4.5,3,1,0,135,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,325000,VB,Biggin,4.5,1,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,S,Jellis,4.5,3,1,3,352,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,t,1245000,PI,Marshall,4.5,2,2,1,128,134,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,830000,S,Williams,4.5,2,1,1,727,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,,S,hockingstuart,4.5,1,1,0,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,4,h,,VB,Marshall,4.5,1,2,1,348,183,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1182500,S,Marshall,4.5,2,1,0,141,72,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1303000,S,Beller,4.5,2,1,0,288,160,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,,SN,hockingstuart,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1210000,S,Marshall,4.5,2,1,0,218,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,482500,SP,Sotheby's,4.5,2,1,1,443,50,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,S,hockingstuart,4.5,2,1,1,0,67,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,,S,hockingstuart,4.5,1,1,1,1079,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,SP,Biggin,4.5,2,1,1,0,84,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,1730000,S,Jellis,4.5,2,2,1,210,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,,S,hockingstuart,4.5,2,2,2,170,94,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1090000,PI,hockingstuart,4.5,2,1,1,158,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,1358000,S,Jellis,4.5,2,1,1,189,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,585000,PI,Biggin,4.5,2,1,1,0,87,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1106000,S,Biggin,4.5,2,1,1,0,135,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,1650000,S,Jellis,4.5,3,3,1,209,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,,VB,Williams,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1590000,S,Marshall,4.5,2,1,2,308,107,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,590000,PI,Purplebricks,4.5,2,1,1,356,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1055000,S,Biggin,4.5,2,1,0,203,85,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,523000,S,Biggin,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,SP,Biggin,4.5,3,1,1,195,113,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,,SN,hockingstuart,4.5,2,1,1,192,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1800000,S,Biggin,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,S,hockingstuart,4.5,2,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,u,1350000,VB,MICM,4.5,3,2,2,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,700000,S,hockingstuart,4.5,2,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,735000,PI,hockingstuart,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,SP,Marshall,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,473000,S,Jellis,4.5,2,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,1100000,PI,hockingstuart,4.5,2,1,1,111,99,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,,SN,hockingstuart,4.5,2,2,0,154,120,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,SN,hockingstuart,4.5,2,1,0,721,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,S,Marshall,4.5,3,2,1,233,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,S,Jellis,4.5,3,1,0,210,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,1590000,S,Kay,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1200000,S,Marshall,4.5,2,3,1,91,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1100000,VB,hockingstuart,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,SN,hockingstuart,4.5,3,1,1,217,117,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,SP,hockingstuart,4.5,2,1,2,4655,,Stonnington City Council,Southern Metropolitan,7717
Prahran,4,h,,S,hockingstuart,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,530000,VB,Jellis,4.5,2,1,1,0,76,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,1651000,S,Marshall,4.5,3,1,2,294,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,,S,hockingstuart,4.5,1,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,615000,SA,Biggin,4.5,2,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,SP,hockingstuart,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,SN,RT,4.5,2,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1880000,S,Jellis,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,S,hockingstuart,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1500000,VB,Beller,4.5,2,1,2,222,108,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,,SN,Biggin,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,SN,Biggin,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1460000,S,Jellis,4.5,2,1,2,227,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,,SN,Thomson,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,4,h,,S,RT,4.5,4,2,2,336,104,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,SP,Kay,4.5,2,1,1,949,78,Stonnington City Council,Southern Metropolitan,7717
Prahran,4,h,2444000,S,Jellis,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,,PI,hockingstuart,4.5,1,1,0,4655,53,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,841000,S,hockingstuart,4.5,2,2,1,0,101,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,570000,VB,hockingstuart,4.5,2,1,1,0,78,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,480000,PI,hockingstuart,4.5,2,1,2,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,,SN,hockingstuart,4.5,1,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1310000,S,Marshall,4.5,2,1,1,162,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,1530000,S,hockingstuart,4.5,3,1,0,231,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,,SS,Biggin,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,365000,VB,Beller,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,560000,S,Dingle,4.5,2,1,1,0,71,Stonnington City Council,Southern Metropolitan,7717
Prahran,4,h,,S,Gary,4.5,4,2,2,584,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,332000,PI,hockingstuart,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,SN,Castran,4.5,3,1,1,215,125,Stonnington City Council,Southern Metropolitan,7717
Prahran,4,h,,S,Marshall,4.5,5,4,1,602,450,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1300000,S,Jellis,4.5,3,1,1,126,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,815000,S,Beller,4.5,2,1,0,96,71,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,765000,S,Beller,4.5,2,1,0,98,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,S,Marshall,4.5,3,2,2,258,,Stonnington City Council,Southern Metropolitan,7717
Prahran,4,h,,SP,hockingstuart,4.5,4,3,2,378,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,SP,hockingstuart,4.5,2,1,1,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,SP,Jellis,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,910000,S,Gary,4.5,2,1,1,183,71,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,t,1450000,VB,Marshall,4.5,3,2,3,1958,98,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,SN,hockingstuart,4.5,2,2,1,278,,Stonnington City Council,Southern Metropolitan,7717
Prahran,4,h,,S,Marshall,4.5,5,2,2,299,295,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,t,1540000,S,Jellis,4.5,2,2,1,113,104,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,1811000,S,Biggin,4.5,3,2,1,273,125,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,427000,S,Williams,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,500000,PI,hockingstuart,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,,S,Jellis,4.5,2,1,1,193,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,,S,Jellis,4.5,2,1,0,166,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1180000,S,Jellis,4.5,2,1,0,214,215,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,510000,PI,hockingstuart,4.5,2,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,SN,hockingstuart,4.5,2,1,2,0,60,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,t,1015000,S,Beller,4.5,3,3,1,0,,Stonnington City Council,Southern Metropolitan,7717
